11,4659.0
12,6300.0
16,4109.0
21,9838.5
26,4906.0
8,5000.0
41,4329.0
46,5859.125
47,3532.0
49,6493.0
50,10129.0
35,3361.0
300,5630.3
301,6033.2
302,4792.5
303,5467.66666667
304,5330.90909091
305,5156.0
306,6022.0
307,6993.5
308,6483.42857143
309,5445.38461538
310,4545.25
311,6058.0
313,7259.0
314,7772.66666667
316,3482.5
293,3450.5
294,3585.0
295,4443.0
296,6477.5
297,5362.2
298,5568.75
299,6039.85714286
319,4658.0
329,5346.0
330,6418.5
331,5250.91666667
332,5437.8
333,5780.36363636
334,5830.66666667
335,5894.25
336,5748.0
337,5371.16666667
338,5343.93939394
339,5240.5
340,5155.33333333
341,7153.5
342,4500.0
343,4800.3125
344,5444.0
345,3991.2
322,3034.0
323,4789.0
324,4375.0
325,5535.0
326,4434.125
327,3821.5
358,5683.73913043
359,6169.29166667
360,5975.12
361,6309.13513514
362,6253.375
363,5848.42857143
364,6756.07142857
365,5566.89473684
366,6073.05263158
367,6290.8
368,5053.0
369,5804.0
370,6048.8
371,5711.5
372,4998.5
373,4622.0
374,4681.33333333
353,5237.0
354,5452.33333333
355,6244.6
356,6062.0
357,7911.90909091
387,6247.14285714
388,6134.27027027
389,5927.27777778
390,6281.07692308
391,10361.5882353
392,6249.0
393,5797.06060606
394,5751.36
395,7023.66666667
396,5382.25
397,5312.17647059
402,4149.5
380,3929.0
382,3568.66666667
383,5395.33333333
384,4797.5
385,5648.77777778
386,7694.75
416,10084.5
417,6328.16666667
418,6345.38888889
419,6355.27027027
420,6926.09677419
421,6276.82352941
422,5711.73913043
423,5726.46666667
424,6389.0
425,5300.44444444
408,6061.0
426,5079.46153846
427,4949.5
428,4801.0
429,6638.125
430,5161.5
410,3703.0
412,6329.33333333
413,8037.0
414,7045.55
415,7401.80952381
445,8150.375
446,7181.82926829
447,6941.83333333
448,6526.16666667
449,6804.6984127
450,6556.1025641
451,6229.09090909
452,6575.0
453,5928.33333333
454,6173.06896552
455,6513.15
456,5000.0
441,5226.88888889
442,7485.42105263
443,9438.23076923
444,12464.7692308
474,8813.0
475,7088.54545455
476,6737.92307692
477,6943.34782609
478,7284.66666667
479,7720.33333333
480,8668.08333333
481,6193.35294118
482,6234.22222222
483,7869.33333333
484,5782.0
469,7624.0
470,6230.0
471,10218.0
472,7277.0
473,9489.66666667
503,8437.75
504,7660.95
505,6802.86666667
506,6382.14285714
507,8034.89473684
508,10292.2857143
509,10952.0
510,9442.11764706
511,5901.0
512,8052.5
500,9037.25
501,10174.1428571
502,10242.3529412
532,12792.2
533,6482.4
534,5318.0
535,7262.83333333
536,7583.88888889
537,14523.7142857
538,22535.1666667
539,11435.4
540,11690.5
541,10505.0
543,6578.0
544,6680.0
527,8671.0
529,9601.85714286
530,11815.625
531,9216.33333333
561,9384.5
562,6793.8
563,5835.63636364
564,6042.98148148
565,8699.6
566,13925.75
567,15676.9230769
568,16164.4
569,9565.36363636
570,10995.0
571,8064.66666667
556,5051.0
557,8792.0
558,7784.8
559,12271.0
560,7131.2
70,5377.0
71,7208.57142857
72,7816.0
75,5851.66666667
76,5475.0
64,4714.0
590,6637.6
591,6509.2
592,7388.8
593,7165.54545455
594,7028.0
595,10232.0
596,13574.6
597,16976.6666667
598,10924.5555556
599,9604.0
584,7832.0
585,7733.0
586,7689.0
587,9881.0
588,14954.0
589,11251.0
619,4960.0
620,6297.0
621,5675.25
622,8185.75
623,6745.5
624,6436.5
625,8644.71428571
626,8776.5
613,7630.0
615,6666.0
617,8386.66666667
650,5346.0
651,5000.0
652,6554.0
653,6058.33333333
656,6170.5
644,7515.0
645,7671.16666667
646,8269.55555556
677,6651.5
678,5768.5
679,4127.0
680,4807.57142857
681,5029.72413793
682,5833.0
683,5896.16666667
684,6520.33333333
685,7180.0
674,7633.0
675,10567.0
706,4960.21153846
708,5229.52380952
709,5686.66666667
710,6068.41666667
711,8908.0
701,7034.0
703,5620.0
704,6092.2
705,6396.4
738,4884.25
739,4931.0
742,6013.0
731,4225.0
733,8869.0
755,5092.0
768,5574.85714286
795,4159.0
824,8453.0
98,5394.66666667
99,6988.5
100,8324.93333333
101,10866.3333333
102,5134.0
103,6383.0
109,15317.0
111,5260.0
127,6237.0
128,8009.0
129,6408.0
130,6630.0
131,6919.0
132,6177.33333333
137,7947.0
139,6074.0
140,10395.0
120,6683.0
157,6625.28571429
158,6539.33333333
159,7963.17241379
160,6738.125
161,6234.0
163,8904.0
166,6755.0
149,4081.8
150,3228.0
185,6003.6
186,5259.75
187,5782.3
188,5703.17647059
189,5494.75
190,5751.66666667
192,7161.0
193,6911.66666667
194,9468.0
195,5603.66666667
196,5416.71428571
197,6000.0
214,5248.0
215,5864.0
216,6565.75
217,5855.76190476
218,6661.4
219,8298.77777778
220,6692.6
221,6572.6
222,4819.0
223,5148.5
224,9720.0
225,6391.83333333
229,13219.0
232,4889.66666667
233,6644.0
243,6604.0
244,5303.81818182
245,5566.88888889
246,5712.86363636
247,3400.0
248,6182.0
249,5020.0
250,5966.1
251,5986.0
234,3372.5
252,5219.83333333
253,4192.5
254,8584.0
258,5303.0
235,3216.0
236,3394.75
237,3760.0
262,3508.0
271,5813.66666667
272,5330.25
273,4783.71428571
274,5335.33333333
275,6123.0
277,4740.0
278,5147.1
279,4827.25
263,3499.0
281,3454.5
284,3581.0
285,10270.0
286,5951.0
287,15961.0
264,8442.5
265,3326.6
266,5494.0
270,7490.33333333
