node_id,x,y,unique_agency_id,route_type,stop_id,stop_name,parent_station,stop_code,wheelchair_boarding,zone_id,location_type,net_type
2324404_ns,4.76229965687,52.3092756221,ns,2.0,2324404,Schiphol Airport,stoparea:165460,,,IFF:shl,0,transit
2324404_ns_international,4.76229965687,52.3092756221,ns_international,2.0,2324404,Schiphol Airport,stoparea:165460,,,IFF:shl,0,transit
2323204_ns,4.9465700984,52.3124273972,ns,2.0,2323204,Amsterdam Bijlmer ArenA,stoparea:18187,,,IFF:asb,0,transit
2323227_ns,4.90025639534,52.3788477416,ns,2.0,2323227,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323237_ns,4.89966630936,52.3792930907,ns,2.0,2323237,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
14383_gvb,4.941746,52.334333,gvb,3.0,14383,"Duivendrecht, Burg. van Damstraat",stoparea:2283,00259,1.0,,0,transit
2323235_ns,4.90142047405,52.3786872838,ns,2.0,2323235,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323235_ns_international,4.90142047405,52.3786872838,ns_international,2.0,2323235,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323245_ns,4.93062436581,52.3604731752,ns,2.0,2323245,Amsterdam Muiderpoort,stoparea:18117,,,IFF:asdm,0,transit
2323222_ns_international,4.89998281002,52.3796500217,ns_international,2.0,2323222,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323222_ns,4.89998281002,52.3796500217,ns,2.0,2323222,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323541_ns,4.93721187115,52.3231437214,ns,2.0,2323541,Duivendrecht,stoparea:17781,,,IFF:dvd,0,transit
2324407_ns,4.76211190224,52.3093444979,ns,2.0,2324407,Schiphol Airport,stoparea:165460,,,IFF:shl,0,transit
2393383_gvb,4.967079,52.345669,gvb,3.0,2393383,"Amsterdam, Station Diemen",stoparea:380628,00264,,,0,transit
2393385_gvb,4.955741,52.296699,gvb,3.0,2393385,"Amsterdam, Paasheuvelweg",stoparea:380630,00452,,,0,transit
2393389_gvb,4.955056,52.296301,gvb,3.0,2393389,"Amsterdam, Paasheuvelweg",stoparea:380630,00451,,,0,transit
2323540_ns,4.93563741446,52.3234125799,ns,2.0,2323540,Duivendrecht,stoparea:17781,,,IFF:dvd,0,transit
2341334_gvb,4.867859,52.296696,gvb,0.0,2341334,"Amsterdam, Ouderkerkerlaan",stoparea:366384,07452,,,0,transit
2323224_ns,4.9001544714,52.3787069317,ns,2.0,2323224,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2324409_ns,4.76122677326,52.3087869293,ns,3.0,2324409,Schiphol Airport,stoparea:165460,,,IFF:shl,0,transit
2323217_ns,4.90165650845,52.3788903119,ns,2.0,2323217,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323217_ns_international,4.90165650845,52.3788903119,ns_international,2.0,2323217,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323208_ns,4.89943563938,52.3787986219,ns,2.0,2323208,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323266_ns,4.83813107014,52.3897804194,ns,2.0,2323266,Amsterdam Sloterdijk,stoparea:18177,,,IFF:ass,0,transit
2323229_ns,4.90130245686,52.3785071774,ns,2.0,2323229,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323956_ns,4.7517478466,52.3848333824,ns,2.0,2323956,Halfweg-Zwanenburg,stoparea:18248,,,IFF:hwzb,0,transit
2324700_ns,5.0432986021,52.3124044403,ns,2.0,2324700,Weesp,stoparea:18093,,,IFF:wp,0,transit
2323203_ns,4.94710922241,52.3125471012,ns,2.0,2323203,Amsterdam Bijlmer ArenA,stoparea:18187,,,IFF:asb,0,transit
14384_gvb,4.941557,52.334143,gvb,3.0,14384,"Duivendrecht, Burg. van Damstraat",stoparea:2283,00258,1.0,,0,transit
2323243_ns,4.93176162243,52.3606599071,ns,2.0,2323243,Amsterdam Muiderpoort,stoparea:18117,,,IFF:asdm,0,transit
2323250_ns,4.87283742295,52.33876177267,ns,2.0,2323250,Amsterdam Zuid,stoparea:18146,,,IFF:asdz,0,transit
2323539_ns,4.93732452393,52.3237256996,ns,2.0,2323539,Duivendrecht,stoparea:17781,,,IFF:dvd,0,transit
2032213_gvb,4.870529,52.31667,gvb,3.0,2032213,"Amsterdam, Kronenburg",stoparea:346519,07392,,,0,transit
2323275_ns,4.94931936264,52.352354489,ns,2.0,2323275,Amsterdam Science Park,stoparea:17952,,,IFF:assp,0,transit
2323254_ns,4.95991945267,52.2983066139,ns,2.0,2323254,Amsterdam Holendrecht,stoparea:18317,,,IFF:ashd,0,transit
2397840_ebs,4.950347,52.314565,ebs,3.0,2397840,"Amsterdam-ZO, Bijlmerplein",,57252790,,,0,transit
2323234_ns,4.89970386028,52.3793258368,ns,2.0,2323234,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323251_ns,4.8726940155,52.3388462517,ns,2.0,2323251,Amsterdam Zuid,stoparea:18146,,,IFF:asdz,0,transit
2323221_ns_international,4.90078747272,52.3793716813,ns_international,2.0,2323221,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323226_ns,4.90114688873,52.3783827399,ns,2.0,2323226,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323486_ns,4.9681928858726,52.3449306198873,ns,2.0,2323486,Diemen,stoparea:17928,,,IFF:dmn,0,transit
2324704_ns,5.04463970661,52.3125651388,ns,3.0,2324704,Weesp,stoparea:18093,,,IFF:wp,0,transit
2323210_ns,4.8997682333,52.3794404479,ns,2.0,2323210,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323210_ns_international,4.8997682333,52.3794404479,ns_international,2.0,2323210,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323219_ns,4.89989697933,52.3795550587,ns,2.0,2323219,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323957_ns,4.75182831287,52.3849643502,ns,2.0,2323957,Halfweg-Zwanenburg,stoparea:18248,,,IFF:hwzb,0,transit
2365732_gvb,4.805443,52.374797,gvb,3.0,2365732,"Amsterdam, Dr. H. Colijnstraat",stoparea:374703,03139,,,0,transit
2323268_ns,4.83841001987,52.3891616609,ns,2.0,2323268,Amsterdam Sloterdijk,stoparea:18177,,,IFF:ass,0,transit
2323080_ns,4.97637212276,52.2796556886,ns,2.0,2323080,Abcoude,stoparea:18040,,,IFF:ac,0,transit
2323214_ns,4.90158677101,52.3788215444,ns,2.0,2323214,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323214_ns_international,4.90158677101,52.3788215444,ns_international,2.0,2323214,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323209_ns,4.90058362484,52.3791490077,ns,2.0,2323209,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2324408_ns,4.76198852062,52.3093871352,ns,2.0,2324408,Schiphol Airport,stoparea:165460,,,IFF:shl,0,transit
2324408_ns_international,4.76198852062,52.3093871352,ns_international,2.0,2324408,Schiphol Airport,stoparea:165460,,,IFF:shl,0,transit
2324406_ns,4.76218700409,52.3093215393,ns,2.0,2324406,Schiphol Airport,stoparea:165460,,,IFF:shl,0,transit
2402524_connexxion,4.753814,52.379646,connexxion,3.0,2402524,"Zwanenburg, Tijdelijke halte Wilgenln",stoparea:357678,55230001,,CXX:55230001,0,transit
2402525_connexxion,4.754017,52.379791,connexxion,3.0,2402525,"Zwanenburg, Tijdelijke halte Wilgenln",stoparea:357678,55230002,,CXX:55230002,0,transit
2402527_connexxion,4.752031,52.374882,connexxion,3.0,2402527,"Zwanenburg, Tijdelijke halte De Olm",,55232120,,CXX:55232120,0,transit
2402529_connexxion,4.752224,52.374739,connexxion,3.0,2402529,"Zwanenburg, Tijdelijke halte De Olm",,55232470,,CXX:55232470,0,transit
2402563_connexxion,4.876597,52.369346,connexxion,3.0,2402563,"Amsterdam, Busstation Elandsgracht",stoparea:122141,57000070,,CXX:57000070,0,transit
2402576_connexxion,4.814598,52.383416,connexxion,3.0,2402576,"Amsterdam, A.Moddermanstraat",,57130180,,CXX:57130180,0,transit
2323079_ns,4.97653305531,52.2796917905,ns,2.0,2323079,Abcoude,stoparea:18040,,,IFF:ac,0,transit
2323271_ns,4.83841538429,52.3888473675,ns,2.0,2323271,Amsterdam Sloterdijk,stoparea:18177,,,IFF:ass,0,transit
2323225_ns,4.89927470684,52.379014748,ns,2.0,2323225,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323240_ns,4.83394682407,52.3578653983,ns,2.0,2323240,Amsterdam Lelylaan,stoparea:18184,,,IFF:asdl,0,transit
2323199_ns,4.91718113422,52.3465840076,ns,2.0,2323199,Amsterdam Amstel,stoparea:18186,,,IFF:asa,0,transit
2323220_ns,4.90169942379,52.3789328822,ns,2.0,2323220,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323252_ns,4.87268328667,52.3388904994,ns,2.0,2323252,Amsterdam Zuid,stoparea:18146,,,IFF:asdz,0,transit
2323232_ns,4.90121126175,52.3784449587,ns,2.0,2323232,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323213_ns,4.89978969097,52.3794699193,ns,2.0,2323213,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323211_ns,4.90154385567,52.378788798,ns,2.0,2323211,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2393390_gvb,4.96682,52.345165,gvb,3.0,2393390,"Amsterdam, Station Diemen",stoparea:380634,00265,,,0,transit
2323269_ns,4.83839929104,52.3890307056,ns,2.0,2323269,Amsterdam Sloterdijk,stoparea:18177,,,IFF:ass,0,transit
2323231_ns,4.89953756332,52.3791850285,ns,2.0,2323231,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323272_ns,4.83841001987,52.3887818894,ns,2.0,2323272,Amsterdam Sloterdijk,stoparea:18177,,,IFF:ass,0,transit
2323255_ns,4.95980143547,52.2982672465,ns,2.0,2323255,Amsterdam Holendrecht,stoparea:18317,,,IFF:ashd,0,transit
2323248_ns,4.87284709092,52.33865678403,ns,2.0,2323248,Amsterdam Zuid,stoparea:18146,,,IFF:asdz,0,transit
2324269_ns,4.88964542871666,52.337120863311,ns,2.0,2324269,Amsterdam RAI,stoparea:17974,,,IFF:rai,0,transit
2323246_ns,4.93040978909,52.3605092113,ns,2.0,2323246,Amsterdam Muiderpoort,stoparea:18117,,,IFF:asdm,0,transit
2323230_ns,4.90029394627,52.3788968612,ns,2.0,2323230,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2324270_ns,4.89025175571,52.3369271705,ns,2.0,2324270,Amsterdam RAI,stoparea:17974,,,IFF:rai,0,transit
2324702_ns,5.04354536533,52.3126274503,ns,2.0,2324702,Weesp,stoparea:18093,,,IFF:wp,0,transit
2323238_ns,4.9014633894,52.3787298543,ns,2.0,2323238,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323205_ns,4.94646012783,52.3123929618,ns,2.0,2323205,Amsterdam Bijlmer ArenA,stoparea:18187,,,IFF:asb,0,transit
2323273_ns,4.83559906483,52.3882646093,ns,2.0,2323273,Amsterdam Sloterdijk,stoparea:18177,,,IFF:ass,0,transit
2323267_ns,4.83841001987,52.389263151,ns,2.0,2323267,Amsterdam Sloterdijk,stoparea:18177,,,IFF:ass,0,transit
2323241_ns,4.83411043882,52.3578735888,ns,2.0,2323241,Amsterdam Lelylaan,stoparea:18184,,,IFF:asdl,0,transit
2323216_ns,4.89986479282,52.3795354111,ns,2.0,2323216,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323202_ns,4.9471950531,52.312563499,ns,2.0,2323202,Amsterdam Bijlmer ArenA,stoparea:18187,,,IFF:asb,0,transit
2323228_ns,4.8995000124,52.379145733,ns,2.0,2323228,Amsterdam Centraal,stoparea:18188,,,IFF:asd,0,transit
2323244_ns,4.93200838566,52.360702495,ns,2.0,2323244,Amsterdam Muiderpoort,stoparea:18117,,,IFF:asdm,0,transit
2323270_ns,4.83840465546,52.3889455844,ns,2.0,2323270,Amsterdam Sloterdijk,stoparea:18177,,,IFF:ass,0,transit
2323276_ns,4.94953393936,52.3525379787,ns,2.0,2323276,Amsterdam Science Park,stoparea:17952,,,IFF:assp,0,transit
2323542_ns,4.935798347,52.3239798003,ns,2.0,2323542,Duivendrecht,stoparea:17781,,,IFF:dvd,0,transit
2323264_ns,4.83554005623,52.3882122261,ns,2.0,2323264,Amsterdam Sloterdijk,stoparea:18177,,,IFF:ass,0,transit
1523004_gvb,4.936526,52.345511,gvb,3.0,1523004,"Amsterdam, Pekelharingstraat",stoparea:295941,00051,1.0,,0,transit
582011_connexxion,4.940541,52.347648,connexxion,3.0,582011,"Amsterdam, Kruislaan",stoparea:183115,57152640,0.0,CXX:57152640,0,transit
15374_gvb,4.939483,52.339007,gvb,3.0,15374,"Amsterdam, Zaaiersweg",stoparea:2375,00080,0.0,,0,transit
103162_gvb,4.981563,52.31686,gvb,3.0,103162,"Amsterdam, Kraaienneststation",stoparea:28104,00552,0.0,,0,transit
2397851_ebs,4.959826,52.324692,ebs,3.0,2397851,"Amsterdam-ZO, Echtenstein",stoparea:344515,57253240,1.0,,0,transit
14826_gvb,4.942413,52.324808,gvb,3.0,14826,"Amsterdam, Dalsteindreef",stoparea:2409,00296,0.0,,0,transit
616042_gvb,4.955442,52.335012,gvb,3.0,616042,"Diemen, Boven Rijkersloot",stoparea:185069,00365,1.0,,0,transit
2402585_connexxion,4.934597,52.350465,connexxion,3.0,2402585,"Amsterdam, Middenweg",stoparea:183151,57152150,0.0,CXX:57152150,0,transit
15476_gvb,4.954694,52.339566,gvb,0.0,15476,"Diemen, Arent Krijtsstraat",stoparea:2854,00505,0.0,,0,transit
2260261_connexxion,4.94752,52.311274,connexxion,3.0,2260261,"Amsterdam, Station Bijlmer ArenA",stoparea:338631,57250590,1.0,CXX:57250590,0,transit
15856_gvb,4.939543,52.392708,gvb,3.0,15856,"Amsterdam, Wervershoofstraat",stoparea:2824,01061,0.0,,0,transit
14710_gvb,4.891572,52.410214,gvb,3.0,14710,"Amsterdam, Meteorensingel",stoparea:2887,01203,1.0,,0,transit
14709_gvb,4.886832,52.412225,gvb,3.0,14709,"Amsterdam, Maanstraat",stoparea:2885,01206,1.0,,0,transit
14619_gvb,4.913642,52.407905,gvb,3.0,14619,"Amsterdam, Statenjachtstraat",stoparea:2924,01277,1.0,,0,transit
15744_gvb,4.898942,52.40824,gvb,3.0,15744,"Amsterdam, Nageljongenstraat",stoparea:2598,01346,0.0,,0,transit
15503_gvb,4.893646,52.41797,gvb,3.0,15503,"Amsterdam, Molenwijk",stoparea:2399,01362,0.0,,0,transit
15512_gvb,4.895467,52.408864,gvb,3.0,15512,"Amsterdam, Pomonastraat",stoparea:2893,01369,0.0,,0,transit
2397729_ebs,4.933089,52.401806,ebs,3.0,2397729,"Amsterdam, Station Noord",stoparea:340229,57111037,,,0,transit
2397755_ebs,4.911291,52.41336,ebs,3.0,2397755,"Amsterdam, Kadoelenpad",,57115020,1.0,,0,transit
2392309_gvb,4.884626,52.385136,gvb,3.0,2392309,"Amsterdam, Haarlemmerplein",stoparea:380484,02009,,,0,transit
74362_gvb,4.88088,52.381273,gvb,0.0,74362,"Amsterdam, Nw. Willemsstraat",stoparea:24952,02118,1.0,,0,transit
15452_gvb,4.871127,52.381375,gvb,3.0,15452,"Amsterdam, Van Beuningenplein",stoparea:2772,02139,1.0,,0,transit
15215_gvb,4.87695,52.383261,gvb,0.0,15215,"Amsterdam, De Wittenkade",stoparea:2383,02151,1.0,,0,transit
2257992_gvb,4.875355,52.379003,gvb,3.0,2257992,"Amsterdam, F. Hendrikplantsoen",stoparea:357049,02136,0.0,,0,transit
14963_gvb,4.808752,52.394667,gvb,3.0,14963,"Amsterdam, Hornhaven",stoparea:2640,02194,1.0,,0,transit
2402586_connexxion,4.807512,52.395093,connexxion,3.0,2402586,"Amsterdam, Hornhaven",stoparea:121592,57221070,1.0,CXX:57221070,0,transit
1528384_gvb,4.804094,52.382466,gvb,3.0,1528384,"Amsterdam, J. Cabeliaustraat",stoparea:297213,03145,1.0,,0,transit
322628_gvb,4.818907,52.382996,gvb,3.0,322628,"Amsterdam, Jan Zwanenburghof",stoparea:110894,03187,1.0,,0,transit
2345168_gvb,4.805265,52.360344,gvb,3.0,2345168,"Amsterdam, Osdorpplein Noord",stoparea:372784,04023,,,0,transit
15603_gvb,4.838975,52.346969,gvb,3.0,15603,"Amsterdam, Maassluisstraat",stoparea:2355,04099,0.0,,0,transit
15488_gvb,4.830103,52.363987,gvb,3.0,15488,"Amsterdam, Robert Fruinlaan",stoparea:2876,04134,0.0,,0,transit
2318362_gvb,4.809523,52.353561,gvb,3.0,2318362,"Amsterdam, Louis Davidsstraat",stoparea:364921,04148,,,0,transit
14394_gvb,4.814815,52.335854,gvb,3.0,14394,"Amsterdam, Anderlechtlaan",stoparea:2298,04333,0.0,,0,transit
14355_gvb,4.865826,52.3463,gvb,3.0,14355,"Amsterdam, Olympiaplein",stoparea:2250,07097,0.0,,0,transit
15599_gvb,4.868659,52.327357,gvb,3.0,15599,"Amsterdam, Van Nijenrodeweg",stoparea:2341,07171,0.0,,0,transit
2218830_connexxion,4.857606,52.326724,connexxion,3.0,2218830,"Amsterdam, Amsterdamse Bos",,57142340,1.0,CXX:57142340,0,transit
15716_gvb,4.857202,52.33846,gvb,1.0,15716,"Amsterdam, Amstelveenseweg",stoparea:2536,07342,1.0,,0,transit
103909_gvb,4.872795,52.308447,gvb,3.0,103909,"Amstelveen, Onderuit",stoparea:26653,07623,0.0,,0,transit
14632_gvb,4.937354,52.376828,gvb,0.0,14632,"Amsterdam, Azartplein",stoparea:2364,08014,1.0,,0,transit
15682_gvb,4.914805,52.362198,gvb,0.0,15682,"Amsterdam, K. 's-Gravesandestr.",stoparea:2662,08179,0.0,,0,transit
1689902_gvb,4.931605,52.367459,gvb,3.0,1689902,"Amsterdam, Het Funen",stoparea:339154,08183,0.0,,0,transit
237979_gvb,5.000187,52.352433,gvb,3.0,237979,"Amsterdam, Lumierestraat",stoparea:78041,08285,1.0,,0,transit
2308384_gvb,5.004865,52.351127,gvb,0.0,2308384,"Amsterdam, IJburg",stoparea:362156,08262,,,0,transit
14820_gvb,4.926181,52.368085,gvb,0.0,14820,"Amsterdam, 1e Coehoornstraat",stoparea:2404,08257,0.0,,0,transit
1419757_gvb,4.918747,52.346197,gvb,3.0,1419757,"Amsterdam, Amstelstation",stoparea:26091,09026,1.0,,0,transit
14743_gvb,4.901036,52.344625,gvb,3.0,14743,"Amsterdam, Waalstraat",stoparea:2429,09060,0.0,,0,transit
15140_gvb,4.941526,52.318253,gvb,1.0,15140,"Amsterdam, Strandvliet",stoparea:2932,09521,0.0,,0,transit
96472_gvb,4.902979,52.366977,gvb,1.0,96472,"Amsterdam, Waterlooplein",stoparea:30798,09509,1.0,,0,transit
327333_gvb,4.891735,52.400939,gvb,4.0,327333,"Amsterdam, NDSM",stoparea:111592,09902,0.0,,0,transit
521318_connexxion,4.865,52.282941,connexxion,3.0,521318,"Amstelveen, Punter",stoparea:123612,57242540,1.0,CXX:57242540,0,transit
15363_gvb,4.868441,52.302046,gvb,3.0,15363,"Amstelveen, Stadstuinen",stoparea:2641,07530,1.0,,0,transit
418881_connexxion,4.868294,52.28957,connexxion,3.0,418881,"Amstelveen, Groenhof",stoparea:122558,57242610,1.0,CXX:57242610,0,transit
521203_connexxion,4.847338,52.296514,connexxion,3.0,521203,"Amstelveen, Lindenlaan",,57243410,1.0,CXX:57243410,0,transit
521400_connexxion,4.828071,52.285217,connexxion,3.0,521400,"Amstelveen, Noorddammerweg",stoparea:122143,57243890,1.0,CXX:57243890,0,transit
2397853_ebs,4.955887,52.296762,ebs,3.0,2397853,"Amsterdam-ZO, Paasheuvelweg",stoparea:342122,57253490,1.0,,0,transit
2254805_connexxion,4.740035,52.410984,connexxion,3.0,2254805,"Amsterdam, Kaapstadweg",stoparea:356706,57320070,1.0,CXX:57320070,0,transit
2402600_connexxion,4.751625,52.322238,connexxion,3.0,2402600,"Schiphol, Justitieel Complex",stoparea:151191,57330160,0.0,CXX:57330160,0,transit
482105_connexxion,4.774789,52.322028,connexxion,3.0,482105,"Schiphol, P40 Parkeerterrein",stoparea:151194,57330410,0.0,CXX:57330410,0,transit
1537954_connexxion,4.746076,52.279884,connexxion,3.0,1537954,"Schiphol-Rijk, Beechavenue",stoparea:299731,57343251,0.0,CXX:57343251,0,transit
1377182_connexxion,5.06656,52.293267,connexxion,3.0,1377182,"Weesp, Lage Klompweg",,58460080,0.0,CXX:58460080,0,transit
15655_gvb,4.967844,52.345492,gvb,3.0,15655,"Diemen, Station Diemen",stoparea:2725,00991,1.0,,0,transit
15756_gvb,4.914127,52.384512,gvb,3.0,15756,"Amsterdam, Spreeuwenpark",stoparea:2626,01126,1.0,,0,transit
14908_gvb,4.913957,52.39633,gvb,3.0,14908,"Amsterdam, Sneeuwbalstraat",stoparea:2656,01156,0.0,,0,transit
14852_gvb,4.838995,52.389329,gvb,1.0,14852,"Amsterdam, Station Sloterdijk",stoparea:2872,02294,1.0,,0,transit
1689986_gvb,4.85928,52.364803,gvb,0.0,1689986,"Amsterdam, Witte de Withstraat",stoparea:339164,03010,0.0,,0,transit
14751_gvb,4.826917,52.374451,gvb,3.0,14751,"Amsterdam, Burg. Rendorpstraat",stoparea:2304,03172,0.0,,0,transit
14508_gvb,4.805287,52.347501,gvb,3.0,14508,"Amsterdam, Westmallepad",stoparea:2499,04305,1.0,,0,transit
2345164_gvb,4.811359,52.344438,gvb,3.0,2345164,"Amsterdam, Belgiëplein",stoparea:372781,04313,0.0,,0,transit
15529_gvb,4.79441,52.350925,gvb,0.0,15529,"Amsterdam, Baden Powellweg",stoparea:2923,04409,0.0,,0,transit
1537584_gvb,4.901041,52.377718,gvb,0.0,1537584,"Amsterdam, Centraal Station",stoparea:285522,05022,0.0,,0,transit
15569_gvb,4.85252,52.358068,gvb,3.0,15569,"Amsterdam, Surinameplein",stoparea:2290,06001,1.0,,0,transit
15255_gvb,4.856726,52.351238,gvb,3.0,15255,"Amsterdam, Zeilstraat",stoparea:2478,07035,1.0,,0,transit
2327656_gvb,4.844963,52.283327,gvb,0.0,2327656,"Amsterdam, Poortwachter",stoparea:366379,07481,,,0,transit
1541495_gvb,4.891595,52.359533,gvb,0.0,1541495,"Amsterdam, Vijzelgracht",stoparea:285516,08072,1.0,,0,transit
15775_gvb,4.896398,52.340723,gvb,3.0,15775,"Amsterdam, Maasstraat",stoparea:2666,09160,1.0,,0,transit
432381_connexxion,5.003122,52.335509,connexxion,3.0,432381,"Diemen, Diemerknoop",stoparea:120787,57152140,0.0,CXX:57152140,0,transit
15628_gvb,4.970825,52.298379,gvb,3.0,15628,"Amsterdam, Rhenenhof",stoparea:2479,00207,1.0,,0,transit
2340431_connexxion,4.947474,52.311498,connexxion,3.0,2340431,"Amsterdam, Station Bijlmer ArenA",stoparea:338631,57250510,1.0,CXX:57250510,0,transit
2352730_connexxion,4.931921,52.402458,connexxion,3.0,2352730,"Amsterdam, Station Noord",stoparea:358839,57110000,1.0,CXX:57110000,0,transit
15112_gvb,4.869904,52.384183,gvb,0.0,15112,"Amsterdam, Van Hallstraat",stoparea:2867,02145,0.0,,0,transit
14555_gvb,4.787288,52.39572,gvb,3.0,14555,"Amsterdam, Herwijk",stoparea:2606,02333,1.0,,0,transit
408777_gvb,4.83817,52.371718,gvb,3.0,408777,"Amsterdam, Jan Tooropstraat",stoparea:2300,03077,0.0,,0,transit
14485_gvb,4.809941,52.356367,gvb,0.0,14485,"Amsterdam, Meer en Vaart",stoparea:2692,04050,1.0,,0,transit
1377850_gvb,4.807404,52.345012,gvb,3.0,1377850,"Amsterdam, Brusselsingel",stoparea:2649,04339,1.0,,0,transit
15266_gvb,4.788174,52.349707,gvb,0.0,15266,"Amsterdam, Ecuplein",stoparea:2843,04407,1.0,,0,transit
14514_gvb,4.883547,52.374077,gvb,0.0,14514,"Amsterdam, Westermarkt",stoparea:2747,05074,0.0,,0,transit
15129_gvb,4.874829,52.363452,gvb,3.0,15129,"Amsterdam, Overtoom",stoparea:2771,06044,1.0,,0,transit
15003_gvb,4.887618,52.360711,gvb,0.0,15003,"Amsterdam, Spiegelgracht",stoparea:2713,06059,0.0,,0,transit
1928628_connexxion,4.879482,52.355877,connexxion,3.0,1928628,"Amsterdam, Museumplein",stoparea:120898,57002460,0.0,CXX:57002460,0,transit
14777_gvb,4.858735,52.34528,gvb,0.0,14777,"Amsterdam, Olympiaweg",stoparea:2349,07108,1.0,,0,transit
652258_gvb,4.876364,52.332154,gvb,3.0,652258,"Amsterdam, Gelderlandplein Nrd.",stoparea:196733,07123,1.0,,0,transit
1693305_gvb,4.923095,52.379487,gvb,3.0,1693305,"Amsterdam, Tosaristraat",stoparea:339173,08229,1.0,,0,transit
15236_gvb,4.900323,52.346806,gvb,0.0,15236,"Amsterdam, Waalstraat",stoparea:2413,09083,0.0,,0,transit
96445_gvb,4.973231,52.323311,gvb,1.0,96445,"Amsterdam, Station Ganzenhoef",stoparea:28772,09547,1.0,,0,transit
96434_gvb,4.984683,52.310804,gvb,1.0,96434,"Amsterdam, Gaasperplas",stoparea:27867,09555,0.0,,0,transit
1480224_gvb,4.891477,52.341242,gvb,1.0,1480224,"Amsterdam, Europaplein",stoparea:285515,09584,1.0,,0,transit
2340190_connexxion,4.83694,52.423553,connexxion,3.0,2340190,"Zaandam, Haven 132",,37221080,0.0,CXX:37221080,0,transit
2262443_connexxion,4.888705,52.424663,connexxion,3.0,2262443,"Amsterdam, Zuideinde 319",stoparea:358795,37233320,0.0,CXX:37233320,0,transit
2262362_connexxion,4.888707,52.424555,connexxion,3.0,2262362,"Amsterdam, Zuideinde 319",stoparea:358795,57113010,0.0,CXX:57113010,0,transit
1927095_connexxion,4.857177,52.302464,connexxion,3.0,1927095,"Amstelveen, Busstation",stoparea:122950,57240001,1.0,CXX:57240001,0,transit
1522579_connexxion,4.872721,52.293284,connexxion,3.0,1522579,"Amstelveen, Ziekenhuis Hoofdingang",stoparea:295850,57240270,0.0,CXX:57240270,0,transit
2327621_connexxion,4.759827,52.309591,connexxion,3.0,2327621,"Schiphol, Airport",stoparea:226154,57330740,1.0,CXX:57330740,0,transit
482114_connexxion,4.733803,52.291411,connexxion,3.0,482114,"Schiphol, P30 Parkeerterrein",stoparea:151174,57330310,1.0,CXX:57330310,0,transit
2393256_connexxion,4.807373,52.308,connexxion,3.0,2393256,"Schiphol, Knooppunt Schiphol Oost",stoparea:373603,57340040,,CXX:57340040,0,transit
2339493_syntus_utrecht,5.043758,52.311529,syntus_utrecht,3.0,2339493,"Weesp, Station",stoparea:368392,58205000,0.0,,0,transit
103878_gvb,5.03906,52.31219,gvb,3.0,103878,"Weesp, J.H.Leopoldhof",stoparea:32954,00675,0.0,,0,transit
360611_connexxion,5.039075,52.312172,connexxion,3.0,360611,"Weesp, J.H. Leopoldhof",,58360120,0.0,CXX:58360120,0,transit
2339503_syntus_utrecht,5.040692,52.306047,syntus_utrecht,3.0,2339503,"Weesp, Achtergracht",stoparea:368400,58360210,0.0,,0,transit
366060_connexxion,5.035586,52.306454,connexxion,3.0,366060,"Weesp, V Houten Industriep.",,58360260,0.0,CXX:58360260,0,transit
2368174_connexxion,4.735121,52.37941,connexxion,3.0,2368174,"Zwanenburg, Nauerna",stoparea:375297,55232320,0.0,CXX:55232320,0,transit
2343483_gvb,4.912728,52.393044,gvb,3.0,2343483,"Amsterdam, Mosplein",stoparea:372362,01141,1.0,,0,transit
