geometry,lat,lon,g_x,g_y,v,area_grid,area_grid_km,grid_pop,grid_avg_inc,grid_house_price,nr_dutch_w,p_dutch_w,nr_nw,p_nw,pop_density_km
"POLYGON ((121188.38860847357 489270.7975624863, 121688.38860847357 489270.7975624863, 121688.38860847357 489770.7975624863, 121188.38860847357 489770.7975624863, 121188.38860847357 489270.7975624863))",489270.7975624863,121188.38860847357,9,22,445,250000.0,0.25,422.0,34.7,472.53370613595126,356.0,0.0006422862503833871,66.0,0.00021417375982035365,1688.0
"POLYGON ((121688.38860847357 489270.7975624863, 122188.38860847357 489270.7975624863, 122188.38860847357 489770.7975624863, 121688.38860847357 489770.7975624863, 121688.38860847357 489270.7975624863))",489270.7975624863,121688.38860847357,9,23,446,250000.0,0.25,250.0,34.7,286.0,198.0,0.0003572266224042434,52.0,0.00016874296228270287,1000.0
"POLYGON ((122188.38860847357 489270.7975624863, 122688.38860847357 489270.7975624863, 122688.38860847357 489770.7975624863, 122188.38860847357 489770.7975624863, 122188.38860847357 489270.7975624863))",489270.7975624863,122188.38860847357,9,24,447,250000.0,0.25,949.0,24.42556908251823,257.656742296602,593.0,0.0010698756923521028,356.0,0.0011552402802431196,3796.0
"POLYGON ((122688.38860847357 489270.7975624863, 123188.38860847357 489270.7975624863, 123188.38860847357 489770.7975624863, 122688.38860847357 489770.7975624863, 122688.38860847357 489270.7975624863))",489270.7975624863,122688.38860847357,9,25,448,250000.0,0.25,1803.0,20.305533579673487,247.00095859062753,1073.0,0.001935879625453299,730.0,0.0023688915858917905,7212.0
"POLYGON ((123188.38860847357 489270.7975624863, 123688.38860847357 489270.7975624863, 123688.38860847357 489770.7975624863, 123188.38860847357 489770.7975624863, 123188.38860847357 489270.7975624863))",489270.7975624863,123188.38860847357,9,26,449,250000.0,0.25,1776.0,21.590678832649726,292.6229308860614,1201.0,0.002166814007613618,576.0,0.0018691528129776318,7104.0
"POLYGON ((123688.38860847357 489270.7975624863, 124188.38860847357 489270.7975624863, 124188.38860847357 489770.7975624863, 123688.38860847357 489770.7975624863, 123688.38860847357 489270.7975624863))",489270.7975624863,123688.38860847357,9,27,450,250000.0,0.25,1985.0,21.462350217637837,296.1923888972328,1412.0,0.0025474949032060186,572.0,0.0018561725851097316,7940.0
"POLYGON ((124188.38860847357 489270.7975624863, 124688.38860847357 489270.7975624863, 124688.38860847357 489770.7975624863, 124188.38860847357 489770.7975624863, 124188.38860847357 489270.7975624863))",489270.7975624863,124188.38860847357,9,28,451,250000.0,0.25,1588.0,22.71381092239805,377.5678699812465,1224.0,0.0022083100294080504,364.0,0.00118120073597892,6352.0
"POLYGON ((124688.38860847357 489270.7975624863, 125188.38860847357 489270.7975624863, 125188.38860847357 489770.7975624863, 124688.38860847357 489770.7975624863, 124688.38860847357 489270.7975624863))",489270.7975624863,124688.38860847357,9,29,452,250000.0,0.25,1995.0,22.484928801881185,263.7353604266589,1313.0,0.002368881592003897,682.0,0.002213128851476988,7980.0
"POLYGON ((125188.38860847357 489270.7975624863, 125688.38860847357 489270.7975624863, 125688.38860847357 489770.7975624863, 125188.38860847357 489770.7975624863, 125188.38860847357 489270.7975624863))",489270.7975624863,125188.38860847357,9,30,453,250000.0,0.25,2156.0,20.859637436835797,259.2355847988699,983.0,0.0017735038879968246,1173.0,0.00380645182226174,8624.0
"POLYGON ((125688.38860847357 489270.7975624863, 126188.38860847357 489270.7975624863, 126188.38860847357 489770.7975624863, 125688.38860847357 489770.7975624863, 125688.38860847357 489270.7975624863))",489270.7975624863,125688.38860847357,9,31,454,250000.0,0.25,2114.0,20.2,259.6052713292408,895.0,0.0016147365002616054,1219.0,0.0039557244427425925,8456.0
"POLYGON ((126188.38860847357 489270.7975624863, 126688.38860847357 489270.7975624863, 126688.38860847357 489770.7975624863, 126188.38860847357 489770.7975624863, 126188.38860847357 489270.7975624863))",489270.7975624863,126188.38860847357,9,32,455,250000.0,0.25,254.0,20.2,362.91016796180054,117.0,0.00021108845869341656,136.0,0.0004413277475086075,1016.0
"POLYGON ((126688.38860847357 489270.7975624863, 127188.38860847357 489270.7975624863, 127188.38860847357 489770.7975624863, 126688.38860847357 489770.7975624863, 126688.38860847357 489270.7975624863))",489270.7975624863,126688.38860847357,9,33,456,250000.0,0.25,21.0,,593.0,20.0,3.608349721254984e-05,1.0,3.2450569669750552e-06,84.0
"POLYGON ((127188.38860847357 489270.7975624863, 127688.38860847357 489270.7975624863, 127688.38860847357 489770.7975624863, 127188.38860847357 489770.7975624863, 127188.38860847357 489270.7975624863))",489270.7975624863,127188.38860847357,9,34,457,250000.0,0.25,21.0,,593.0,20.0,3.608349721254984e-05,1.0,3.2450569669750552e-06,84.0
"POLYGON ((127688.38860847357 489270.7975624863, 128188.38860847357 489270.7975624863, 128188.38860847357 489770.7975624863, 127688.38860847357 489770.7975624863, 127688.38860847357 489270.7975624863))",489270.7975624863,127688.38860847357,9,35,458,250000.0,0.25,21.0,,593.0,20.0,3.608349721254984e-05,1.0,3.2450569669750552e-06,84.0
"POLYGON ((128188.38860847357 489270.7975624863, 128688.38860847357 489270.7975624863, 128688.38860847357 489770.7975624863, 128188.38860847357 489770.7975624863, 128188.38860847357 489270.7975624863))",489270.7975624863,128188.38860847357,9,36,459,250000.0,0.25,21.0,,593.0,20.0,3.608349721254984e-05,1.0,3.2450569669750552e-06,84.0
"POLYGON ((128688.38860847357 489270.7975624863, 129188.38860847357 489270.7975624863, 129188.38860847357 489770.7975624863, 128688.38860847357 489770.7975624863, 128688.38860847357 489270.7975624863))",489270.7975624863,128688.38860847357,9,37,460,250000.0,0.25,21.0,,593.0,20.0,3.608349721254984e-05,1.0,3.2450569669750552e-06,84.0
"POLYGON ((129188.38860847357 489270.7975624863, 129688.38860847357 489270.7975624863, 129688.38860847357 489770.7975624863, 129188.38860847357 489770.7975624863, 129188.38860847357 489270.7975624863))",489270.7975624863,129188.38860847357,9,38,461,250000.0,0.25,21.0,,593.0,20.0,3.608349721254984e-05,1.0,3.2450569669750552e-06,84.0
"POLYGON ((129688.38860847357 489270.7975624863, 130188.38860847357 489270.7975624863, 130188.38860847357 489770.7975624863, 129688.38860847357 489770.7975624863, 129688.38860847357 489270.7975624863))",489270.7975624863,129688.38860847357,9,39,462,250000.0,0.25,21.0,,593.0,20.0,3.608349721254984e-05,1.0,3.2450569669750552e-06,84.0
"POLYGON ((130188.38860847357 489270.7975624863, 130688.38860847357 489270.7975624863, 130688.38860847357 489770.7975624863, 130188.38860847357 489770.7975624863, 130188.38860847357 489270.7975624863))",489270.7975624863,130188.38860847357,9,40,463,250000.0,0.25,12.0,,593.0,12.0,2.1650098327529903e-05,0.0,0.0,48.0
"POLYGON ((130688.38860847357 489270.7975624863, 131188.3886084736 489270.7975624863, 131188.3886084736 489770.7975624863, 130688.38860847357 489770.7975624863, 130688.38860847357 489270.7975624863))",489270.7975624863,130688.38860847357,9,41,464,250000.00000000728,0.25000000000000727,0.0,,,,,,,0.0
"POLYGON ((131188.3886084736 489270.7975624863, 131688.3886084736 489270.7975624863, 131688.3886084736 489770.7975624863, 131188.3886084736 489770.7975624863, 131188.3886084736 489270.7975624863))",489270.7975624863,131188.3886084736,9,42,465,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((131688.3886084736 489270.7975624863, 132188.3886084736 489270.7975624863, 132188.3886084736 489770.7975624863, 131688.3886084736 489770.7975624863, 131688.3886084736 489270.7975624863))",489270.7975624863,131688.3886084736,9,43,466,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((132188.3886084736 489270.7975624863, 132688.3886084736 489270.7975624863, 132688.3886084736 489770.7975624863, 132188.3886084736 489770.7975624863, 132188.3886084736 489270.7975624863))",489270.7975624863,132188.3886084736,9,44,467,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((132688.3886084736 489270.7975624863, 133188.3886084736 489270.7975624863, 133188.3886084736 489770.7975624863, 132688.3886084736 489770.7975624863, 132688.3886084736 489270.7975624863))",489270.7975624863,132688.3886084736,9,45,468,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((133188.3886084736 489270.7975624863, 133688.3886084736 489270.7975624863, 133688.3886084736 489770.7975624863, 133188.3886084736 489770.7975624863, 133188.3886084736 489270.7975624863))",489270.7975624863,133188.3886084736,9,46,469,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((110188.38860847357 488770.7975624863, 110688.38860847357 488770.7975624863, 110688.38860847357 489270.7975624863, 110188.38860847357 489270.7975624863, 110188.38860847357 488770.7975624863))",488770.7975624863,110188.38860847357,10,0,470,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((110688.38860847357 488770.7975624863, 111188.38860847357 488770.7975624863, 111188.38860847357 489270.7975624863, 110688.38860847357 489270.7975624863, 110688.38860847357 488770.7975624863))",488770.7975624863,110688.38860847357,10,1,471,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((111188.38860847357 488770.7975624863, 111688.38860847357 488770.7975624863, 111688.38860847357 489270.7975624863, 111188.38860847357 489270.7975624863, 111188.38860847357 488770.7975624863))",488770.7975624863,111188.38860847357,10,2,472,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((111688.38860847357 488770.7975624863, 112188.38860847357 488770.7975624863, 112188.38860847357 489270.7975624863, 111688.38860847357 489270.7975624863, 111688.38860847357 488770.7975624863))",488770.7975624863,111688.38860847357,10,3,473,250000.0,0.25,0.0,,,0.0,0.0,0.0,0.0,0.0
"POLYGON ((112188.38860847357 488770.7975624863, 112688.38860847357 488770.7975624863, 112688.38860847357 489270.7975624863, 112188.38860847357 489270.7975624863, 112188.38860847357 488770.7975624863))",488770.7975624863,112188.38860847357,10,4,474,250000.0,0.25,27.0,,,18.0,3.2475147491294856e-05,9.0,2.9205512702775497e-05,108.0
"POLYGON ((112688.38860847357 488770.7975624863, 113188.38860847357 488770.7975624863, 113188.38860847357 489270.7975624863, 112688.38860847357 489270.7975624863, 112688.38860847357 488770.7975624863))",488770.7975624863,112688.38860847357,10,5,475,250000.0,0.25,28.0,,,19.0,3.427932235192235e-05,9.0,2.9205512702775497e-05,112.0
"POLYGON ((113188.38860847357 488770.7975624863, 113688.38860847357 488770.7975624863, 113688.38860847357 489270.7975624863, 113188.38860847357 489270.7975624863, 113188.38860847357 488770.7975624863))",488770.7975624863,113188.38860847357,10,6,476,250000.0,0.25,28.0,,,19.0,3.427932235192235e-05,9.0,2.9205512702775497e-05,112.0
"POLYGON ((113688.38860847357 488770.7975624863, 114188.38860847357 488770.7975624863, 114188.38860847357 489270.7975624863, 113688.38860847357 489270.7975624863, 113688.38860847357 488770.7975624863))",488770.7975624863,113688.38860847357,10,7,477,250000.0,0.25,28.0,,,19.0,3.427932235192235e-05,9.0,2.9205512702775497e-05,112.0
"POLYGON ((114188.38860847357 488770.7975624863, 114688.38860847357 488770.7975624863, 114688.38860847357 489270.7975624863, 114188.38860847357 489270.7975624863, 114188.38860847357 488770.7975624863))",488770.7975624863,114188.38860847357,10,8,478,250000.0,0.25,28.0,,,19.0,3.427932235192235e-05,9.0,2.9205512702775497e-05,112.0
"POLYGON ((114688.38860847357 488770.7975624863, 115188.38860847357 488770.7975624863, 115188.38860847357 489270.7975624863, 114688.38860847357 489270.7975624863, 114688.38860847357 488770.7975624863))",488770.7975624863,114688.38860847357,10,9,479,250000.0,0.25,28.0,,,19.0,3.427932235192235e-05,9.0,2.9205512702775497e-05,112.0
"POLYGON ((115188.38860847357 488770.7975624863, 115688.38860847357 488770.7975624863, 115688.38860847357 489270.7975624863, 115188.38860847357 489270.7975624863, 115188.38860847357 488770.7975624863))",488770.7975624863,115188.38860847357,10,10,480,250000.0,0.25,28.0,,,19.0,3.427932235192235e-05,9.0,2.9205512702775497e-05,112.0
"POLYGON ((115688.38860847357 488770.7975624863, 116188.38860847357 488770.7975624863, 116188.38860847357 489270.7975624863, 115688.38860847357 489270.7975624863, 115688.38860847357 488770.7975624863))",488770.7975624863,115688.38860847357,10,11,481,250000.0,0.25,28.0,,,19.0,3.427932235192235e-05,9.0,2.9205512702775497e-05,112.0
"POLYGON ((116188.38860847357 488770.7975624863, 116688.38860847357 488770.7975624863, 116688.38860847357 489270.7975624863, 116188.38860847357 489270.7975624863, 116188.38860847357 488770.7975624863))",488770.7975624863,116188.38860847357,10,12,482,250000.0,0.25,28.0,,,19.0,3.427932235192235e-05,9.0,2.9205512702775497e-05,112.0
"POLYGON ((116688.38860847357 488770.7975624863, 117188.38860847357 488770.7975624863, 117188.38860847357 489270.7975624863, 116688.38860847357 489270.7975624863, 116688.38860847357 488770.7975624863))",488770.7975624863,116688.38860847357,10,13,483,250000.0,0.25,28.0,,,19.0,3.427932235192235e-05,9.0,2.9205512702775497e-05,112.0
"POLYGON ((117188.38860847357 488770.7975624863, 117688.38860847357 488770.7975624863, 117688.38860847357 489270.7975624863, 117188.38860847357 489270.7975624863, 117188.38860847357 488770.7975624863))",488770.7975624863,117188.38860847357,10,14,484,250000.0,0.25,28.0,,,19.0,3.427932235192235e-05,9.0,2.9205512702775497e-05,112.0
"POLYGON ((117688.38860847357 488770.7975624863, 118188.38860847357 488770.7975624863, 118188.38860847357 489270.7975624863, 117688.38860847357 489270.7975624863, 117688.38860847357 488770.7975624863))",488770.7975624863,117688.38860847357,10,15,485,250000.0,0.25,49.0,,501.0,38.0,6.85586447038447e-05,11.0,3.5695626636725605e-05,196.0
"POLYGON ((118188.38860847357 488770.7975624863, 118688.38860847357 488770.7975624863, 118688.38860847357 489270.7975624863, 118188.38860847357 489270.7975624863, 118188.38860847357 488770.7975624863))",488770.7975624863,118188.38860847357,10,16,486,250000.0,0.25,112.0,,501.0,95.0,0.00017139661175961173,18.0,5.8411025405550995e-05,448.0
"POLYGON ((118688.38860847357 488770.7975624863, 119188.38860847357 488770.7975624863, 119188.38860847357 489270.7975624863, 118688.38860847357 489270.7975624863, 118688.38860847357 488770.7975624863))",488770.7975624863,118688.38860847357,10,17,487,250000.0,0.25,241.0,28.3,491.24120834298003,181.0,0.00032655564977357606,60.0,0.0001947034180185033,964.0
"POLYGON ((119188.38860847357 488770.7975624863, 119688.38860847357 488770.7975624863, 119688.38860847357 489270.7975624863, 119188.38860847357 489270.7975624863, 119188.38860847357 488770.7975624863))",488770.7975624863,119188.38860847357,10,18,488,250000.0,0.25,1388.0,28.3,394.756737343877,947.0,0.001708553593014235,440.0,0.0014278250654690243,5552.0
"POLYGON ((119688.38860847357 488770.7975624863, 120188.38860847357 488770.7975624863, 120188.38860847357 489270.7975624863, 119688.38860847357 489270.7975624863, 119688.38860847357 488770.7975624863))",488770.7975624863,119688.38860847357,10,19,489,250000.0,0.25,1911.0,28.3,344.0,1297.0,0.002340014794233857,614.0,0.001992464977722684,7644.0
"POLYGON ((120188.38860847357 488770.7975624863, 120688.38860847357 488770.7975624863, 120688.38860847357 489270.7975624863, 120188.38860847357 489270.7975624863, 120188.38860847357 488770.7975624863))",488770.7975624863,120188.38860847357,10,20,490,250000.0,0.25,1919.0,28.362485739347868,344.81694841513445,1303.0,0.002350839843397622,615.0,0.001995710034689659,7676.0
"POLYGON ((120688.38860847357 488770.7975624863, 121188.38860847357 488770.7975624863, 121188.38860847357 489270.7975624863, 120688.38860847357 489270.7975624863, 120688.38860847357 488770.7975624863))",488770.7975624863,120688.38860847357,10,21,491,250000.0,0.25,2403.0,34.70430821595716,440.84847530717184,1843.0,0.0033250942681364677,559.0,0.001813986844539056,9612.0
"POLYGON ((121188.38860847357 488770.7975624863, 121688.38860847357 488770.7975624863, 121688.38860847357 489270.7975624863, 121188.38860847357 489270.7975624863, 121188.38860847357 488770.7975624863))",488770.7975624863,121188.38860847357,10,22,492,250000.0,0.25,1507.0,37.14776463303969,473.6539330860891,1229.0,0.0022173309037111875,278.0,0.0009021258368190654,6028.0
"POLYGON ((121688.38860847357 488770.7975624863, 122188.38860847357 488770.7975624863, 122188.38860847357 489270.7975624863, 121688.38860847357 489270.7975624863, 121688.38860847357 488770.7975624863))",488770.7975624863,121688.38860847357,10,23,493,250000.0,0.25,250.0,34.7,286.0,198.0,0.0003572266224042434,52.0,0.00016874296228270287,1000.0
"POLYGON ((122188.38860847357 488770.7975624863, 122688.38860847357 488770.7975624863, 122688.38860847357 489270.7975624863, 122188.38860847357 489270.7975624863, 122188.38860847357 488770.7975624863))",488770.7975624863,122188.38860847357,10,24,494,250000.0,0.25,1560.0,21.127068039202708,248.63165887309043,937.0,0.00169051184440796,622.0,0.0020184254334584843,6240.0
"POLYGON ((122688.38860847357 488770.7975624863, 123188.38860847357 488770.7975624863, 123188.38860847357 489270.7975624863, 122688.38860847357 489270.7975624863, 122688.38860847357 488770.7975624863))",488770.7975624863,122688.38860847357,10,25,495,250000.0,0.25,1614.0,21.021641153318434,268.08160599543294,929.0,0.00167607844552294,683.0,0.0022163739084439626,6456.0
"POLYGON ((123188.38860847357 488770.7975624863, 123688.38860847357 488770.7975624863, 123688.38860847357 489270.7975624863, 123188.38860847357 489270.7975624863, 123188.38860847357 488770.7975624863))",488770.7975624863,123188.38860847357,10,26,496,250000.0,0.25,1174.0,21.8,270.6586602998461,654.0,0.0011799303588503798,519.0,0.0016841845658600537,4696.0
"POLYGON ((123688.38860847357 488770.7975624863, 124188.38860847357 488770.7975624863, 124188.38860847357 489270.7975624863, 123688.38860847357 489270.7975624863, 123688.38860847357 488770.7975624863))",488770.7975624863,123688.38860847357,10,27,497,250000.0,0.25,1113.0,21.8,266.5341276475104,621.0,0.0011203925884496725,492.0,0.0015965680277517272,4452.0
"POLYGON ((124188.38860847357 488770.7975624863, 124688.38860847357 488770.7975624863, 124688.38860847357 489270.7975624863, 124188.38860847357 489270.7975624863, 124188.38860847357 488770.7975624863))",488770.7975624863,124188.38860847357,10,28,498,250000.0,0.25,1021.0,21.8,472.8624767466553,709.0,0.0012791599761848918,312.0,0.0010124577736962171,4084.0
"POLYGON ((124688.38860847357 488770.7975624863, 125188.38860847357 488770.7975624863, 125188.38860847357 489270.7975624863, 124688.38860847357 489270.7975624863, 124688.38860847357 488770.7975624863))",488770.7975624863,124688.38860847357,10,29,499,250000.0,0.25,1345.0,23.0,459.7826589733976,1204.0,0.0021722265321955005,141.0,0.0004575530323434828,5380.0
"POLYGON ((125188.38860847357 488770.7975624863, 125688.38860847357 488770.7975624863, 125688.38860847357 489270.7975624863, 125188.38860847357 489270.7975624863, 125188.38860847357 488770.7975624863))",488770.7975624863,125188.38860847357,10,30,500,250000.0,0.25,1745.0,22.196706412819626,297.70753423228865,1060.0,0.0019124253522651415,685.0,0.0022228640223779126,6980.0
"POLYGON ((125688.38860847357 488770.7975624863, 126188.38860847357 488770.7975624863, 126188.38860847357 489270.7975624863, 125688.38860847357 489270.7975624863, 125688.38860847357 488770.7975624863))",488770.7975624863,125688.38860847357,10,31,501,250000.0,0.25,1051.0,20.2,277.86132820568247,450.0,0.0008118786872823715,600.0,0.0019470341801850332,4204.0
"POLYGON ((126188.38860847357 488770.7975624863, 126688.38860847357 488770.7975624863, 126688.38860847357 489270.7975624863, 126188.38860847357 489270.7975624863, 126188.38860847357 488770.7975624863))",488770.7975624863,126188.38860847357,10,32,502,250000.0,0.25,180.0,20.2,394.72708042642563,86.0,0.0001551590380139643,94.0,0.0003050353548956552,720.0
"POLYGON ((126688.38860847357 488770.7975624863, 127188.38860847357 488770.7975624863, 127188.38860847357 489270.7975624863, 126688.38860847357 489270.7975624863, 126688.38860847357 488770.7975624863))",488770.7975624863,126688.38860847357,10,33,503,250000.0,0.25,21.0,,593.0,20.0,3.608349721254984e-05,1.0,3.2450569669750552e-06,84.0
"POLYGON ((127188.38860847357 488770.7975624863, 127688.38860847357 488770.7975624863, 127688.38860847357 489270.7975624863, 127188.38860847357 489270.7975624863, 127188.38860847357 488770.7975624863))",488770.7975624863,127188.38860847357,10,34,504,250000.0,0.25,21.0,,593.0,20.0,3.608349721254984e-05,1.0,3.2450569669750552e-06,84.0
"POLYGON ((127688.38860847357 488770.7975624863, 128188.38860847357 488770.7975624863, 128188.38860847357 489270.7975624863, 127688.38860847357 489270.7975624863, 127688.38860847357 488770.7975624863))",488770.7975624863,127688.38860847357,10,35,505,250000.0,0.25,21.0,,593.0,20.0,3.608349721254984e-05,1.0,3.2450569669750552e-06,84.0
"POLYGON ((128188.38860847357 488770.7975624863, 128688.38860847357 488770.7975624863, 128688.38860847357 489270.7975624863, 128188.38860847357 489270.7975624863, 128188.38860847357 488770.7975624863))",488770.7975624863,128188.38860847357,10,36,506,250000.0,0.25,21.0,,593.0,20.0,3.608349721254984e-05,1.0,3.2450569669750552e-06,84.0
"POLYGON ((128688.38860847357 488770.7975624863, 129188.38860847357 488770.7975624863, 129188.38860847357 489270.7975624863, 128688.38860847357 489270.7975624863, 128688.38860847357 488770.7975624863))",488770.7975624863,128688.38860847357,10,37,507,250000.0,0.25,21.0,,593.0,20.0,3.608349721254984e-05,1.0,3.2450569669750552e-06,84.0
"POLYGON ((129188.38860847357 488770.7975624863, 129688.38860847357 488770.7975624863, 129688.38860847357 489270.7975624863, 129188.38860847357 489270.7975624863, 129188.38860847357 488770.7975624863))",488770.7975624863,129188.38860847357,10,38,508,250000.0,0.25,21.0,,593.0,20.0,3.608349721254984e-05,1.0,3.2450569669750552e-06,84.0
"POLYGON ((129688.38860847357 488770.7975624863, 130188.38860847357 488770.7975624863, 130188.38860847357 489270.7975624863, 129688.38860847357 489270.7975624863, 129688.38860847357 488770.7975624863))",488770.7975624863,129688.38860847357,10,39,509,250000.0,0.25,19.0,,593.0,18.0,3.2475147491294856e-05,1.0,3.2450569669750552e-06,76.0
"POLYGON ((130188.38860847357 488770.7975624863, 130688.38860847357 488770.7975624863, 130688.38860847357 489270.7975624863, 130188.38860847357 489270.7975624863, 130188.38860847357 488770.7975624863))",488770.7975624863,130188.38860847357,10,40,510,250000.0,0.25,5.0,,593.0,5.0,9.02087430313746e-06,0.0,0.0,20.0
"POLYGON ((130688.38860847357 488770.7975624863, 131188.3886084736 488770.7975624863, 131188.3886084736 489270.7975624863, 130688.38860847357 489270.7975624863, 130688.38860847357 488770.7975624863))",488770.7975624863,130688.38860847357,10,41,511,250000.00000000728,0.25000000000000727,0.0,,,,,,,0.0
"POLYGON ((131188.3886084736 488770.7975624863, 131688.3886084736 488770.7975624863, 131688.3886084736 489270.7975624863, 131188.3886084736 489270.7975624863, 131188.3886084736 488770.7975624863))",488770.7975624863,131188.3886084736,10,42,512,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((131688.3886084736 488770.7975624863, 132188.3886084736 488770.7975624863, 132188.3886084736 489270.7975624863, 131688.3886084736 489270.7975624863, 131688.3886084736 488770.7975624863))",488770.7975624863,131688.3886084736,10,43,513,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((132188.3886084736 488770.7975624863, 132688.3886084736 488770.7975624863, 132688.3886084736 489270.7975624863, 132188.3886084736 489270.7975624863, 132188.3886084736 488770.7975624863))",488770.7975624863,132188.3886084736,10,44,514,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((132688.3886084736 488770.7975624863, 133188.3886084736 488770.7975624863, 133188.3886084736 489270.7975624863, 132688.3886084736 489270.7975624863, 132688.3886084736 488770.7975624863))",488770.7975624863,132688.3886084736,10,45,515,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((133188.3886084736 488770.7975624863, 133688.3886084736 488770.7975624863, 133688.3886084736 489270.7975624863, 133188.3886084736 489270.7975624863, 133188.3886084736 488770.7975624863))",488770.7975624863,133188.3886084736,10,46,516,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((110188.38860847357 488270.7975624863, 110688.38860847357 488270.7975624863, 110688.38860847357 488770.7975624863, 110188.38860847357 488770.7975624863, 110188.38860847357 488270.7975624863))",488270.7975624863,110188.38860847357,11,0,517,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((110688.38860847357 488270.7975624863, 111188.38860847357 488270.7975624863, 111188.38860847357 488770.7975624863, 110688.38860847357 488770.7975624863, 110688.38860847357 488270.7975624863))",488270.7975624863,110688.38860847357,11,1,518,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((111188.38860847357 488270.7975624863, 111688.38860847357 488270.7975624863, 111688.38860847357 488770.7975624863, 111188.38860847357 488770.7975624863, 111188.38860847357 488270.7975624863))",488270.7975624863,111188.38860847357,11,2,519,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((111688.38860847357 488270.7975624863, 112188.38860847357 488270.7975624863, 112188.38860847357 488770.7975624863, 111688.38860847357 488770.7975624863, 111688.38860847357 488270.7975624863))",488270.7975624863,111688.38860847357,11,3,520,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((112188.38860847357 488270.7975624863, 112688.38860847357 488270.7975624863, 112688.38860847357 488770.7975624863, 112188.38860847357 488770.7975624863, 112188.38860847357 488270.7975624863))",488270.7975624863,112188.38860847357,11,4,521,250000.0,0.25,180.0,,315.2768579988691,96.0,0.00017320078662023922,83.0,0.00026933972825892956,720.0
"POLYGON ((112688.38860847357 488270.7975624863, 113188.38860847357 488270.7975624863, 113188.38860847357 488770.7975624863, 112688.38860847357 488770.7975624863, 112688.38860847357 488270.7975624863))",488270.7975624863,112688.38860847357,11,5,522,250000.0,0.25,204.0,,311.0,109.0,0.00019665505980839663,95.0,0.00030828041186263023,816.0
"POLYGON ((113188.38860847357 488270.7975624863, 113688.38860847357 488270.7975624863, 113688.38860847357 488770.7975624863, 113188.38860847357 488770.7975624863, 113188.38860847357 488270.7975624863))",488270.7975624863,113188.38860847357,11,6,523,250000.0,0.25,206.0,,311.0,110.0,0.00019845923466902413,95.0,0.00030828041186263023,824.0
"POLYGON ((113688.38860847357 488270.7975624863, 114188.38860847357 488270.7975624863, 114188.38860847357 488770.7975624863, 113688.38860847357 488770.7975624863, 113688.38860847357 488270.7975624863))",488270.7975624863,113688.38860847357,11,7,524,250000.0,0.25,207.0,,311.0,111.0,0.00020026340952965162,96.0,0.0003115254688296053,828.0
"POLYGON ((114188.38860847357 488270.7975624863, 114688.38860847357 488270.7975624863, 114688.38860847357 488770.7975624863, 114188.38860847357 488770.7975624863, 114188.38860847357 488270.7975624863))",488270.7975624863,114188.38860847357,11,8,525,250000.0,0.25,444.0,18.9,301.2374454990856,185.0,0.00033377234921608604,260.0,0.0008437148114135144,1776.0
"POLYGON ((114688.38860847357 488270.7975624863, 115188.38860847357 488270.7975624863, 115188.38860847357 488770.7975624863, 114688.38860847357 488770.7975624863, 114688.38860847357 488270.7975624863))",488270.7975624863,114688.38860847357,11,9,526,250000.0,0.25,2346.0,18.9,256.0,770.0,0.0013892146426831688,1577.0,0.0051174548369196625,9384.0
"POLYGON ((115188.38860847357 488270.7975624863, 115688.38860847357 488270.7975624863, 115688.38860847357 488770.7975624863, 115188.38860847357 488770.7975624863, 115188.38860847357 488270.7975624863))",488270.7975624863,115188.38860847357,11,10,527,250000.0,0.25,2381.0,18.9,256.0,781.0,0.0014090605661500712,1600.0,0.005192091147160088,9524.0
"POLYGON ((115688.38860847357 488270.7975624863, 116188.38860847357 488270.7975624863, 116188.38860847357 488770.7975624863, 115688.38860847357 488770.7975624863, 115688.38860847357 488270.7975624863))",488270.7975624863,115688.38860847357,11,11,528,250000.0,0.25,1672.0,19.271673667630203,233.69957994218774,596.0,0.0010752882169339853,1075.0,0.0034884362394981844,6688.0
"POLYGON ((116188.38860847357 488270.7975624863, 116688.38860847357 488270.7975624863, 116688.38860847357 488770.7975624863, 116188.38860847357 488770.7975624863, 116188.38860847357 488270.7975624863))",488270.7975624863,116188.38860847357,11,12,529,250000.0,0.25,1782.0,19.164099208886192,219.23080949336568,656.0,0.0011835387085716348,1126.0,0.0036539341448139123,7128.0
