0,1,0.0
0,2,0.0
0,18,3.608349721254984e-06
1,1,1.804174860627492e-06
1,2,1.804174860627492e-06
1,3,1.804174860627492e-06
1,4,1.804174860627492e-06
1,5,1.804174860627492e-06
1,6,0.0
1,7,0.0
1,8,0.0
1,17,1.984592346690241e-05
1,18,0.0006765655727353095
1,19,0.0006116152777527198
1,20,1.2629224024392445e-05
1,34,0.0
2,0,0.0
2,1,1.804174860627492e-06
2,2,1.804174860627492e-06
2,3,1.804174860627492e-06
2,4,1.804174860627492e-06
2,5,1.804174860627492e-06
2,6,1.804174860627492e-06
2,7,1.804174860627492e-06
2,8,1.804174860627492e-06
2,9,1.804174860627492e-06
2,10,1.804174860627492e-06
2,11,0.0
2,12,0.0
2,17,0.00025258448048784887
2,18,0.0008208995615855088
2,19,0.0008208995615855088
2,20,0.0007757951900698216
2,21,0.0007144532448084868
2,22,0.0006476987749652696
2,23,0.0003662474967073809
2,24,1.4433398885019936e-05
2,30,3.608349721254984e-06
2,31,1.804174860627492e-06
2,32,3.608349721254984e-06
2,33,1.2629224024392445e-05
2,34,2.8866797770039873e-05
2,35,1.6237573745647428e-05
2,36,2.706262290941238e-05
2,37,1.6237573745647428e-05
2,38,0.0
3,0,0.0
3,1,1.804174860627492e-06
3,2,1.804174860627492e-06
3,3,1.804174860627492e-06
3,4,1.804174860627492e-06
3,5,1.804174860627492e-06
3,6,1.804174860627492e-06
3,7,1.804174860627492e-06
3,8,1.804174860627492e-06
3,9,1.804174860627492e-06
3,10,1.804174860627492e-06
3,11,1.804174860627492e-06
3,12,1.804174860627492e-06
3,13,1.804174860627492e-06
3,14,1.804174860627492e-06
3,15,0.0
3,16,0.0
3,17,0.00023273855702094648
3,18,0.0008046619878398615
3,19,0.000799249463257979
3,20,0.0011510635610803399
3,21,0.0008208995615855088
3,22,0.0008208995615855088
3,23,0.0008118786872823715
3,24,0.0006170278023346023
3,25,0.00016237573745647428
3,29,9.02087430313746e-06
3,30,3.608349721254984e-05
3,31,3.608349721254984e-05
3,32,3.608349721254984e-05
3,33,3.608349721254984e-05
3,34,3.608349721254984e-05
3,35,3.608349721254984e-05
3,36,3.608349721254984e-05
3,37,3.608349721254984e-05
3,38,3.067097263066736e-05
3,39,1.804174860627492e-05
3,40,1.6237573745647428e-05
3,41,1.804174860627492e-06
3,42,0.0
4,0,0.0
4,1,1.804174860627492e-06
4,2,1.804174860627492e-06
4,3,1.804174860627492e-06
4,4,1.804174860627492e-06
4,5,1.804174860627492e-06
4,6,1.804174860627492e-06
4,7,1.804174860627492e-06
4,8,1.804174860627492e-06
4,9,1.804174860627492e-06
4,10,1.804174860627492e-06
4,11,1.804174860627492e-06
4,12,1.804174860627492e-06
4,13,1.804174860627492e-06
4,14,1.804174860627492e-06
4,15,1.804174860627492e-06
4,16,1.804174860627492e-06
4,17,0.0001786133112021217
4,18,0.000454652064878128
4,19,0.0004348061414112256
4,20,0.001760874663972432
4,21,0.0016454074728922726
4,22,0.0016959243689898425
4,23,0.0010446172443033179
4,24,0.000810074512421744
4,25,0.0009670377252963357
4,26,0.0009201291789200209
4,27,2.8866797770039873e-05
4,28,1.804174860627492e-06
4,29,2.3454273188157395e-05
4,30,3.608349721254984e-05
4,31,3.608349721254984e-05
4,32,3.608349721254984e-05
4,33,3.608349721254984e-05
4,34,3.608349721254984e-05
4,35,3.608349721254984e-05
4,36,3.608349721254984e-05
4,37,3.608349721254984e-05
4,38,3.608349721254984e-05
4,39,3.608349721254984e-05
4,40,3.608349721254984e-05
4,41,2.8866797770039873e-05
4,42,3.2475147491294856e-05
4,43,1.804174860627492e-05
4,44,1.4433398885019936e-05
4,45,1.984592346690241e-05
4,46,5.412524581882476e-06
5,0,1.804174860627492e-06
5,1,1.804174860627492e-06
5,2,1.804174860627492e-06
5,3,1.804174860627492e-06
5,4,1.804174860627492e-06
5,5,1.804174860627492e-06
5,6,1.804174860627492e-06
5,7,1.804174860627492e-06
5,8,1.804174860627492e-06
5,9,1.804174860627492e-06
5,10,1.804174860627492e-06
5,11,1.804174860627492e-06
5,12,1.804174860627492e-06
5,13,1.804174860627492e-06
5,14,1.804174860627492e-06
5,15,1.804174860627492e-06
5,16,1.804174860627492e-06
5,17,1.804174860627492e-06
5,18,9.02087430313746e-06
5,19,0.0002453677810453389
5,20,0.00040233099391993074
5,21,0.0014758150359932885
5,22,0.00225882692550562
5,23,0.0020549551662547134
5,24,0.0009995128727876305
5,25,0.0015858697024915655
5,26,0.0017320078662023924
5,27,0.000792032763815469
5,28,4.149602179443232e-05
5,29,3.608349721254984e-05
5,30,3.608349721254984e-05
5,31,3.608349721254984e-05
5,32,3.608349721254984e-05
5,33,3.608349721254984e-05
5,34,3.608349721254984e-05
5,35,3.608349721254984e-05
5,36,3.608349721254984e-05
5,37,3.608349721254984e-05
5,38,3.608349721254984e-05
5,39,3.608349721254984e-05
5,40,3.608349721254984e-05
5,41,3.608349721254984e-05
5,42,3.608349721254984e-05
5,43,2.525844804878489e-05
5,44,0.0
6,0,1.804174860627492e-06
6,1,1.804174860627492e-06
6,2,1.804174860627492e-06
6,3,1.804174860627492e-06
6,4,1.804174860627492e-06
6,5,1.804174860627492e-06
6,6,1.804174860627492e-06
6,7,1.804174860627492e-06
6,8,1.804174860627492e-06
6,9,1.804174860627492e-06
6,10,1.804174860627492e-06
6,11,1.804174860627492e-06
6,12,1.804174860627492e-06
6,13,1.804174860627492e-06
6,14,1.804174860627492e-06
6,15,1.804174860627492e-06
6,16,1.804174860627492e-06
6,17,1.804174860627492e-06
6,18,1.804174860627492e-06
6,19,1.6237573745647428e-05
6,20,0.0002850596279791437
6,21,0.0003572266224042434
6,22,0.0015822613527703105
6,23,0.0022119183791293054
6,24,0.0017879372868818445
6,25,0.0017320078662023924
6,26,0.0015642196041640356
6,27,0.001012142096812023
6,28,0.0011961679325960272
6,29,0.0006152236274739748
6,30,3.608349721254984e-05
6,31,3.608349721254984e-05
6,32,3.608349721254984e-05
6,33,3.608349721254984e-05
6,34,3.608349721254984e-05
6,35,3.608349721254984e-05
6,36,3.608349721254984e-05
6,37,3.608349721254984e-05
6,38,3.608349721254984e-05
6,39,3.608349721254984e-05
6,40,3.608349721254984e-05
6,41,3.608349721254984e-05
6,42,2.706262290941238e-05
6,43,5.412524581882476e-06
7,0,1.804174860627492e-06
7,1,1.804174860627492e-06
7,2,1.804174860627492e-06
7,3,1.804174860627492e-06
7,4,1.0825049163764951e-05
7,5,3.608349721254984e-06
7,6,3.608349721254984e-06
7,7,5.412524581882476e-06
7,8,5.412524581882476e-06
7,9,9.02087430313746e-06
7,10,1.804174860627492e-06
7,11,1.804174860627492e-06
7,12,1.804174860627492e-06
7,13,1.804174860627492e-06
7,14,1.804174860627492e-06
7,15,1.804174860627492e-06
7,16,1.804174860627492e-06
7,17,1.804174860627492e-06
7,18,1.804174860627492e-06
7,19,1.804174860627492e-06
7,20,3.969184693380482e-05
7,21,0.00032294730005232107
7,22,0.0004293936168293431
7,23,0.000792032763815469
7,24,0.001367564544355639
7,25,0.0017951539863243545
7,26,0.0013729770689375213
7,27,0.0012719432767423818
7,28,0.001764483013693687
7,29,0.0017662871885543146
7,30,0.0010410088945820629
7,31,4.8712721236942284e-05
7,32,3.608349721254984e-05
7,33,3.608349721254984e-05
7,34,3.608349721254984e-05
7,35,3.608349721254984e-05
7,36,3.608349721254984e-05
7,37,3.608349721254984e-05
7,38,3.608349721254984e-05
7,39,3.608349721254984e-05
7,40,3.608349721254984e-05
7,41,1.804174860627492e-05
7,42,0.0
8,2,0.0
8,3,1.804174860627492e-06
8,4,3.427932235192235e-05
8,5,2.8866797770039873e-05
8,6,3.067097263066736e-05
8,7,3.427932235192235e-05
8,8,3.427932235192235e-05
8,9,3.427932235192235e-05
8,10,1.0825049163764951e-05
8,11,1.804174860627492e-06
8,12,1.804174860627492e-06
8,13,1.804174860627492e-06
8,14,5.412524581882476e-06
8,15,1.6237573745647428e-05
8,16,3.7887672073177334e-05
8,17,0.00018763418550525916
8,18,3.608349721254984e-06
8,19,2.1650098327529903e-05
8,20,0.00032114312519169357
8,21,0.0008281162610280188
8,22,0.0003752683710105183
8,23,0.0003572266224042434
8,24,0.000792032763815469
8,25,0.001973767297526476
8,26,0.0015227235823696032
8,27,0.0017356162159236474
8,28,0.0017662871885543146
8,29,0.0017031410684323525
8,30,0.0016670575712198026
8,31,0.0008443538347736663
8,32,3.608349721254984e-05
8,33,3.608349721254984e-05
8,34,3.608349721254984e-05
8,35,3.608349721254984e-05
8,36,3.608349721254984e-05
8,37,3.608349721254984e-05
8,38,3.608349721254984e-05
8,39,3.608349721254984e-05
8,40,3.067097263066736e-05
8,41,0.0
9,3,1.804174860627492e-06
9,4,3.427932235192235e-05
9,5,3.427932235192235e-05
9,6,3.427932235192235e-05
9,7,3.427932235192235e-05
9,8,3.427932235192235e-05
9,9,3.427932235192235e-05
9,10,3.427932235192235e-05
9,11,2.1650098327529903e-05
9,12,1.6237573745647428e-05
9,13,1.6237573745647428e-05
9,14,2.3454273188157395e-05
9,15,7.577534414635467e-05
9,16,0.00017139661175961173
9,17,0.0011546719108015949
9,18,0.001760874663972432
9,19,0.001829433308676277
9,20,0.0014505565879445036
9,21,0.0011221967633103
9,22,0.0006422862503833871
9,23,0.0003572266224042434
9,24,0.0010698756923521028
9,25,0.001935879625453299
9,26,0.002166814007613618
9,27,0.0025474949032060186
9,28,0.0022083100294080504
9,29,0.002368881592003897
9,30,0.0017735038879968246
9,31,0.0016147365002616054
9,32,0.00021108845869341656
9,33,3.608349721254984e-05
9,34,3.608349721254984e-05
9,35,3.608349721254984e-05
9,36,3.608349721254984e-05
9,37,3.608349721254984e-05
9,38,3.608349721254984e-05
9,39,3.608349721254984e-05
9,40,2.1650098327529903e-05
10,3,0.0
10,4,3.2475147491294856e-05
10,5,3.427932235192235e-05
10,6,3.427932235192235e-05
10,7,3.427932235192235e-05
10,8,3.427932235192235e-05
10,9,3.427932235192235e-05
10,10,3.427932235192235e-05
10,11,3.427932235192235e-05
10,12,3.427932235192235e-05
10,13,3.427932235192235e-05
10,14,3.427932235192235e-05
10,15,6.85586447038447e-05
10,16,0.00017139661175961173
10,17,0.00032655564977357606
10,18,0.001708553593014235
10,19,0.002340014794233857
10,20,0.002350839843397622
10,21,0.0033250942681364677
10,22,0.0022173309037111875
10,23,0.0003572266224042434
10,24,0.00169051184440796
10,25,0.00167607844552294
10,26,0.0011799303588503798
10,27,0.0011203925884496725
10,28,0.0012791599761848918
10,29,0.0021722265321955005
10,30,0.0019124253522651415
